GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Local Authority,Gross Current Expenditure,8114515,2024,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,241.3632
Local Authority,Gross Current Expenditure,8114515,2024,416,E10000034,Worcestershire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,838.4833398
Local Authority,Gross Current Expenditure,8114515,2024,618,E06000040,Windsor and Maidenhead,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,70
Local Authority,Gross Current Expenditure,8114515,2024,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,4957
Local Authority,Gross Current Expenditure,8114515,2024,623,E10000003,Cambridgeshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,2149
Local Authority,Gross Current Expenditure,8114515,2024,506,E10000007,Derbyshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,2347.365
Local Authority,Gross Current Expenditure,8114515,2024,707,E09000020,Kensington and Chelsea,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,212.4087087
Local Authority,Gross Current Expenditure,8114515,2024,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,267
Local Authority,Gross Current Expenditure,8114515,2024,711,E09000030,Tower Hamlets,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1267
Local Authority,Gross Current Expenditure,8114515,2024,509,E06000016,Leicester,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,482.4
Local Authority,Gross Current Expenditure,8114515,2024,708,E09000022,Lambeth,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1218.459625
Local Authority,Gross Current Expenditure,8114515,2024,415,E06000019,"Herefordshire, County of",E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,214.017
Local Authority,Gross Current Expenditure,8114515,2024,717,E09000003,Barnet,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1294.859761
Local Authority,Gross Current Expenditure,8114515,2024,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1373
Local Authority,Gross Current Expenditure,8114515,2024,710,E09000028,Southwark,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,468.67312
Local Authority,Gross Current Expenditure,8114515,2024,507,E06000015,Derby,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,2191.01189
Local Authority,Gross Current Expenditure,8114515,2024,720,E09000006,Bromley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,812.78326
Local Authority,Gross Current Expenditure,8114515,2024,609,E10000029,Suffolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,3063
Local Authority,Gross Current Expenditure,8114515,2024,712,E09000032,Wandsworth,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,643.4095017
Local Authority,Gross Current Expenditure,8114515,2024,510,E06000017,Rutland,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,182.6519172
Local Authority,Gross Current Expenditure,8114515,2024,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,321.18622
Local Authority,Gross Current Expenditure,8114515,2024,611,E06000032,Luton,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,407
Local Authority,Gross Current Expenditure,8114515,2024,719,E09000005,Brent,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1414.18538
Local Authority,Gross Current Expenditure,8114515,2024,511,E10000024,Nottinghamshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,41.24185164
Local Authority,Gross Current Expenditure,8114515,2024,732,E09000026,Redbridge,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,421
Local Authority,Gross Current Expenditure,8114515,2024,614,E06000036,Bracknell Forest,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,78
Local Authority,Gross Current Expenditure,8114515,2024,721,E09000008,Croydon,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,532
Local Authority,Gross Current Expenditure,8114515,2024,512,E06000018,Nottingham,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,324.45926
Local Authority,Gross Current Expenditure,8114515,2024,735,E09000031,Waltham Forest,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1222
Local Authority,Gross Current Expenditure,8114515,2024,616,E06000038,Reading,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,205
Local Authority,Gross Current Expenditure,8114515,2024,722,E09000009,Ealing,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,533.8587599
Local Authority,Gross Current Expenditure,8114515,2024,617,E06000039,Slough,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8114515,2024,814,E06000045,Southampton,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1172.02787
Local Authority,Gross Current Expenditure,8114515,2024,620,E10000012,Essex,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,2936
Local Authority,Gross Current Expenditure,8114515,2024,724,E09000014,Haringey,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,727.96512
Local Authority,Gross Current Expenditure,8114515,2024,624,E06000031,Peterborough,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,506.048
Local Authority,Gross Current Expenditure,8114515,2024,816,E06000043,Brighton and Hove,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,510
Local Authority,Gross Current Expenditure,8114515,2024,622,E06000034,Thurrock,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,79.5408016
Local Authority,Gross Current Expenditure,8114515,2024,727,E09000017,Hillingdon,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,725.22609
Local Authority,Gross Current Expenditure,8114515,2024,626,E06000056,Central Bedfordshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,971.7245111
Local Authority,Gross Current Expenditure,8114515,2024,817,E06000054,Wiltshire,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,461
Local Authority,Gross Current Expenditure,8114515,2024,625,E06000055,Bedford,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1041.98543
Local Authority,Gross Current Expenditure,8114515,2024,729,E09000021,Kingston upon Thames,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,201
Local Authority,Gross Current Expenditure,8114515,2024,702,E09000007,Camden,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1104.25663
Local Authority,Gross Current Expenditure,8114515,2024,821,E06000035,Medway,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,129.379
Local Authority,Gross Current Expenditure,8114515,2024,703,E09000011,Greenwich,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,514.5082767
Local Authority,Gross Current Expenditure,8114515,2024,731,E09000025,Newham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,980
Local Authority,Gross Current Expenditure,8114515,2024,704,E09000012,Hackney,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,581
Local Authority,Gross Current Expenditure,8114515,2024,904,E10000013,Gloucestershire,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,400
Local Authority,Gross Current Expenditure,8114515,2024,705,E09000013,Hammersmith and Fulham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,370.704
Local Authority,Gross Current Expenditure,8114515,2024,738,E06000058,"Bournemouth, Christchurch and Poole",E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,958.6149581
Local Authority,Gross Current Expenditure,8114515,2024,709,E09000023,Lewisham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,454.6275475
Local Authority,Gross Current Expenditure,8114515,2024,906,E06000053,Isles of Scilly,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8114515,2024,706,E09000019,Islington,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,370
Local Authority,Gross Current Expenditure,8114515,2024,803,E06000046,Isle of Wight,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,277.937
Local Authority,Gross Current Expenditure,8114515,2024,714,E09000001,City of London,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,84
Local Authority,Gross Current Expenditure,8114515,2024,908,E06000022,Bath and North East Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,130
Local Authority,Gross Current Expenditure,8114515,2024,713,E09000033,Westminster,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,828.3214528
Local Authority,Gross Current Expenditure,8114515,2024,807,E10000032,West Sussex,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8114515,2024,726,E09000016,Havering,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,173.5759
Local Authority,Gross Current Expenditure,8114515,2024,910,E06000024,North Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,515.663
Local Authority,Gross Current Expenditure,8114515,2024,716,E09000002,Barking and Dagenham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1178.96237
Local Authority,Gross Current Expenditure,8114515,2024,809,E06000059,Dorset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,294
Local Authority,Gross Current Expenditure,8114515,2024,730,E09000024,Merton,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,119.2172992
Local Authority,Gross Current Expenditure,8114515,2024,911,E06000025,South Gloucestershire,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,562
Local Authority,Gross Current Expenditure,8114515,2024,718,E09000004,Bexley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8114515,2024,819,E06000030,Swindon,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,280
Local Authority,Gross Current Expenditure,8114515,2024,812,E10000014,Hampshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1286
Local Authority,Gross Current Expenditure,8114515,2024,916,E06000060,Buckinghamshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,608
Local Authority,Gross Current Expenditure,8114515,2024,723,E09000010,Enfield,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,318.18441
Local Authority,Gross Current Expenditure,8114515,2024,905,E06000066,Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,2915.627278
Local Authority,Gross Current Expenditure,8114515,2024,813,E06000044,Portsmouth,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,171.19
Local Authority,Gross Current Expenditure,8114515,2024,H6X4G,E06000063,Cumberland,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,811.59322
Local Authority,Gross Current Expenditure,8114515,2024,728,E09000018,Hounslow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,614
Local Authority,Gross Current Expenditure,8114515,2024,913,E06000026,Plymouth,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,173.7387677
Local Authority,Gross Current Expenditure,8114515,2024,815,E10000011,East Sussex,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1237.796668
Local Authority,Gross Current Expenditure,8114515,2024,U6Q5Z,E06000062,West Northamptonshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,815.4006429
Local Authority,Gross Current Expenditure,8114515,2024,733,E09000027,Richmond upon Thames,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,194.5068672
Region,Gross Current Expenditure,8114515,2024,,,,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,22984.14713
Local Authority,Gross Current Expenditure,8114515,2024,902,E06000052,Cornwall,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,480.3863625
Region,Gross Current Expenditure,8114515,2024,,,,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,9204.855181
Local Authority,Gross Current Expenditure,8114515,2024,734,E09000029,Sutton,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,314.81
Region,Gross Current Expenditure,8114515,2024,,,,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,7794.530562
Local Authority,Gross Current Expenditure,8114515,2024,Z9D4Z,E06000061,North Northamptonshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,623
Region,Gross Current Expenditure,8114515,2024,,,,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,12706.57347
Local Authority,Gross Current Expenditure,8114515,2024,805,E10000030,Surrey,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,393.7537374
Region,Gross Current Expenditure,8114515,2024,,,,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,8288.98154
Region,Gross Current Expenditure,8114515,2024,,,,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,9917.47472
Region,Gross Current Expenditure,8114515,2024,,,,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,9867.329367
Local Authority,Gross Current Expenditure,8114515,2024,820,E10000016,Kent,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,372
Local Authority,Gross Current Expenditure,8114515,2024,909,E06000023,"Bristol, City of",E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,555
Local Authority,Gross Current Expenditure,8114515,2024,912,E10000008,Devon,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,502
Local Authority,Gross Current Expenditure,8114515,2024,914,E06000027,Torbay,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,1639.299
Local Authority,Gross Current Expenditure,8114515,2024,W8X1Q,E06000064,Westmorland and Furness,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,[x]
Region,Gross Current Expenditure,8114515,2024,,,,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,13901.97805
Region,Gross Current Expenditure,8114515,2024,,,,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Home Care,,,,,,,,20216.6903
Local Authority,Gross Current Expenditure,8114615,2024,106,E08000037,Gateshead,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1607
Local Authority,Gross Current Expenditure,8114615,2024,108,E08000022,North Tyneside,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1436
Local Authority,Gross Current Expenditure,8114615,2024,107,E08000021,Newcastle upon Tyne,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,938.6425592
England,Gross Current Expenditure,8114615,2024,,,,E92000001,England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,367991.1356
Local Authority,Gross Current Expenditure,8114615,2024,111,E06000001,Hartlepool,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,286
Local Authority,Gross Current Expenditure,8114615,2024,110,E08000024,Sunderland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3099.232
Local Authority,Gross Current Expenditure,8114615,2024,116,E06000047,County Durham,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,104,E06000057,Northumberland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3876
Local Authority,Gross Current Expenditure,8114615,2024,114,E06000004,Stockton-on-Tees,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,446
Local Authority,Gross Current Expenditure,8114615,2024,113,E06000003,Redcar and Cleveland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1031
Local Authority,Gross Current Expenditure,8114615,2024,209,E08000032,Bradford,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3158
Local Authority,Gross Current Expenditure,8114615,2024,109,E08000023,South Tyneside,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,463
Local Authority,Gross Current Expenditure,8114615,2024,117,E06000005,Darlington,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,340
Local Authority,Gross Current Expenditure,8114615,2024,205,E08000017,Doncaster,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,213,E08000036,Wakefield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,779.26
Local Authority,Gross Current Expenditure,8114615,2024,112,E06000002,Middlesbrough,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1173
Local Authority,Gross Current Expenditure,8114615,2024,204,E08000016,Barnsley,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,658
Local Authority,Gross Current Expenditure,8114615,2024,206,E08000018,Rotherham,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1012
Local Authority,Gross Current Expenditure,8114615,2024,214,E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,207,E08000019,Sheffield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2966.242
Local Authority,Gross Current Expenditure,8114615,2024,211,E08000034,Kirklees,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2486.42
Local Authority,Gross Current Expenditure,8114615,2024,210,E08000033,Calderdale,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,362.497
Local Authority,Gross Current Expenditure,8114615,2024,305,E08000002,Bury,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3225.8365
Local Authority,Gross Current Expenditure,8114615,2024,215,E06000010,"Kingston upon Hull, City of",E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,6600
Local Authority,Gross Current Expenditure,8114615,2024,216,E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,621
Local Authority,Gross Current Expenditure,8114615,2024,212,E08000035,Leeds,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,8603
Local Authority,Gross Current Expenditure,8114615,2024,308,E08000005,Rochdale,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4009.62247
Local Authority,Gross Current Expenditure,8114615,2024,219,E06000014,York,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,739
Local Authority,Gross Current Expenditure,8114615,2024,217,E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,218,E06000065,North Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1034.765026
Local Authority,Gross Current Expenditure,8114615,2024,309,E08000006,Salford,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2474.031252
Local Authority,Gross Current Expenditure,8114615,2024,304,E08000001,Bolton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3226
Local Authority,Gross Current Expenditure,8114615,2024,306,E08000003,Manchester,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,307,E08000004,Oldham,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1030
Local Authority,Gross Current Expenditure,8114615,2024,312,E08000009,Trafford,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3615.52105
Local Authority,Gross Current Expenditure,8114615,2024,315,E08000011,Knowsley,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
